image,type,kernel_size,time
5,highlight,5,0.0404805
21,mean,5,0.0405064
0,mean,5,0.0405485
4,highlight,5,0.0415758
21,highlight,5,0.040601
0,highlight,5,0.0405873
23,median,7,0.6036
2,median,7,0.609962
23,mean,7,0.0763243
2,mean,7,0.0762109
23,highlight,7,0.0783066
2,highlight,7,0.0946906
saltpepper1,median,7,0.619436
22,median,7,0.583742
9,median,7,0.6414
saltpepper1,mean,7,0.0761063
22,mean,7,0.0757338
9,mean,7,0.0758571
22,highlight,7,0.0764238
saltpepper1,highlight,7,0.0932727
9,highlight,7,0.0990465
17,median,7,0.666526
17,mean,7,0.0765762
image,median,7,0.6618
13,median,5,1.19416
17,highlight,7,0.0934093
image,mean,7,0.123693
image,highlight,7,0.123867
13,mean,5,0.198963
18,median,7,0.603144
1,median,7,0.657026
18,mean,7,0.107132
6,median,7,0.657837
1,mean,7,0.0898727
13,highlight,5,0.182804
3,median,7,0.209027
18,highlight,7,0.0779612
6,mean,7,0.0793778
3,mean,7,0.0307816
1,highlight,7,0.0917813
3,highlight,7,0.0308949
6,highlight,7,0.0800486
20,median,7,0.628599
20,mean,7,0.0975792
20,highlight,7,0.0773305
16,median,7,0.500821
14,median,7,0.0898583
14,mean,7,0.0287864
14,highlight,7,0.0237468
16,mean,7,0.100443
12,median,7,0.622202
16,highlight,7,0.0764769
8,median,7,0.659983
12,mean,7,0.0760558
24,median,7,0.659409
8,mean,7,0.0883973
12,highlight,7,0.096671
24,mean,7,0.101204
8,highlight,7,0.0817914
24,highlight,7,0.0764058
15,median,5,1.15911
15,mean,5,0.168093
4,median,7,0.647458
4,mean,7,0.0757131
0,median,7,0.609138
15,highlight,5,0.163273
4,highlight,7,0.0911186
21,median,7,0.585751
0,mean,7,0.0940487
0,highlight,7,0.0829061
21,mean,7,0.112442
23,median,9,1.08523
21,highlight,7,0.08558
23,mean,9,0.122962
23,highlight,9,0.152255
2,median,9,1.08949
2,mean,9,0.122702
2,highlight,9,0.125705
saltpepper1,median,9,1.14278
7,median,5,1.16243
22,median,9,1.04328
saltpepper1,mean,9,0.121584
22,mean,9,0.121637
7,mean,5,0.165155
9,median,9,1.11957
saltpepper1,highlight,9,0.12536
22,highlight,9,0.136572
9,mean,9,0.121932
17,median,9,1.03963
7,highlight,5,0.163503
9,highlight,9,0.146176
17,mean,9,0.139191
17,highlight,9,0.122069
image,median,9,1.01246
image,mean,9,0.140166
image,highlight,9,0.12219
5,median,7,0.616077
5,mean,7,0.0881169
5,highlight,7,0.0919597
3,median,9,0.30295
3,mean,9,0.0307999
3,highlight,9,0.0382763
18,median,9,1.02978
18,mean,9,0.127245
1,median,9,1.16733
18,highlight,9,0.136821
1,mean,9,0.12152
6,median,9,1.12667
20,median,9,1.09305
1,highlight,9,0.146646
6,mean,9,0.140301
20,mean,9,0.128341
6,highlight,9,0.121759
20,highlight,9,0.139141
14,median,9,0.170593
14,mean,9,0.0303497
14,highlight,9,0.030889
8,median,9,1.09981
16,median,9,0.91717
8,mean,9,0.145376
16,mean,9,0.122821
8,highlight,9,0.122659
16,highlight,9,0.141614
12,median,9,1.09509
12,mean,9,0.122355
24,median,9,1.13159
12,highlight,9,0.146983
24,mean,9,0.143107
24,highlight,9,0.121609
13,median,7,2.59745
4,median,9,1.09857
23,median,11,1.72141
4,mean,9,0.139171
13,mean,7,0.331937
23,mean,11,0.215425
4,highlight,9,0.152119
0,median,9,1.09217
0,mean,9,0.139502
2,median,11,1.73118
23,highlight,11,0.219344
13,highlight,7,0.336032
0,highlight,9,0.133359
2,mean,11,0.186249
21,median,9,1.30903
21,mean,9,0.144726
2,highlight,11,0.201726
21,highlight,9,0.122035
saltpepper1,median,11,1.78913
17,median,11,1.67092
22,median,11,1.6241
saltpepper1,mean,11,0.217905
17,mean,11,0.218081
22,mean,11,0.191624
image,median,11,1.55192
saltpepper1,highlight,11,0.191691
17,highlight,11,0.218026
22,highlight,11,0.205325
image,mean,11,0.210496
image,highlight,11,0.196948
9,median,11,1.985
15,median,7,2.48313
9,mean,11,0.209906
3,median,11,0.454433
3,mean,11,0.0455094
9,highlight,11,0.198786
3,highlight,11,0.0634932
15,mean,7,0.362281
15,highlight,7,0.303451
18,median,11,1.55578
18,mean,11,0.183741
20,median,11,1.72588
1,median,11,1.76942
18,highlight,11,0.19004
20,mean,11,0.198087
1,mean,11,0.219131
20,highlight,11,0.196689
1,highlight,11,0.20439
14,median,11,0.274196
14,mean,11,0.0449005
14,highlight,11,0.0450023
8,median,11,1.75757
6,median,11,1.81295
23,rotate,0,0.120329
23,schear,0,0.147483
8,mean,11,0.203379
6,mean,11,0.215328
17,rotate,0,0.120248
8,highlight,11,0.181353
6,highlight,11,0.18002
17,schear,0,0.141606
2,rotate,0,0.122092
20,rotate,0,0.120603
16,median,11,1.37219
2,schear,0,0.121719
20,schear,0,0.140448
14,rotate,0,0.0303177
image,rotate,0,0.148655
14,schear,0,0.0307222
16,mean,11,0.19863
image,schear,0,0.12171
3,rotate,0,0.0303799
3,schear,0,0.0340731
16,highlight,11,0.190035
8,rotate,0,0.142977
7,median,7,2.57526
8,schear,0,0.126434
12,median,11,1.69802
7,mean,7,0.326714
12,mean,11,0.199745
12,highlight,11,0.183902
7,highlight,7,0.355303
24,median,11,1.80238
24,mean,11,0.179415
24,highlight,11,0.210596
4,median,11,1.75253
5,median,9,1.06405
4,mean,11,0.203208
5,mean,9,0.143688
5,highlight,9,0.142776
4,highlight,11,0.215269
saltpepper1,rotate,0,0.120252
saltpepper1,schear,0,0.122136
0,median,11,1.7208
18,rotate,0,0.145776
0,mean,11,0.210944
18,schear,0,0.121571
16,rotate,0,0.155303
0,highlight,11,0.197379
16,schear,0,0.12028
22,rotate,0,0.119976
4,rotate,0,0.141597
22,schear,0,0.123483
1,rotate,0,0.142063
4,schear,0,0.16741
21,median,11,1.67449
1,schear,0,0.11979
21,mean,11,0.179887
12,rotate,0,0.120463
12,schear,0,0.148521
21,highlight,11,0.203959
0,rotate,0,0.11992
9,rotate,0,0.120716
0,schear,0,0.140771
9,schear,0,0.121158
6,rotate,0,0.141606
6,schear,0,0.120505
24,rotate,0,0.124059
24,schear,0,0.148469
21,rotate,0,0.120554
21,schear,0,0.143552
13,median,9,4.52768
13,mean,9,0.48761
13,highlight,9,0.509522
15,median,9,4.32073
15,mean,9,0.507625
15,highlight,9,0.491335
7,median,9,4.33234
7,mean,9,0.489783
7,highlight,9,0.502775
5,median,11,1.63809
5,mean,11,0.227686
5,highlight,11,0.195433
13,median,11,7.01079
13,mean,11,0.719488
13,highlight,11,0.738481
15,median,11,6.81559
15,mean,11,0.73324
15,highlight,11,0.777425
7,median,11,6.76673
7,mean,11,0.724835
7,highlight,11,0.758372
5,rotate,0,0.147042
5,schear,0,0.125357
13,rotate,0,0.530639
13,schear,0,0.501302
15,rotate,0,0.519717
15,schear,0,0.481725
7,rotate,0,0.510375
7,schear,0,0.480646
22,median,3,0.0753992
23,median,3,0.0763272
9,median,3,0.076889
2,median,3,0.0765432
23,mean,3,0.0172848
9,mean,3,0.0172838
22,mean,3,0.0205837
2,mean,3,0.0202464
saltpepper1,median,3,0.101464
5,median,3,0.105894
9,highlight,3,0.0173487
22,highlight,3,0.017351
23,highlight,3,0.0255245
2,highlight,3,0.0192475
saltpepper1,mean,3,0.0174945
5,mean,3,0.0253134
saltpepper1,highlight,3,0.0176295
5,highlight,3,0.0251554
6,median,3,0.0775958
1,median,3,0.092574
6,mean,3,0.0176401
image,median,3,0.0924075
18,median,3,0.0731424
17,median,3,0.102001
1,mean,3,0.017308
6,highlight,3,0.0173296
18,mean,3,0.0174098
image,mean,3,0.026966
1,highlight,3,0.0172508
17,mean,3,0.0251375
18,highlight,3,0.0176145
image,highlight,3,0.0272601
17,highlight,3,0.0250794
3,median,3,0.0287971
3,mean,3,0.00669982
24,median,3,0.0797853
3,highlight,3,0.00670365
16,median,3,0.0682567
12,median,3,0.078303
24,mean,3,0.0175264
16,mean,3,0.0174494
12,mean,3,0.0173531
24,highlight,3,0.0172622
16,highlight,3,0.0175818
12,highlight,3,0.0173133
20,median,3,0.0898822
20,mean,3,0.0175121
20,highlight,3,0.0173126
14,median,3,0.0121745
14,mean,3,0.00439136
21,median,3,0.0744539
14,highlight,3,0.00441197
8,median,3,0.114829
4,median,3,0.0757035
0,median,3,0.0762486
21,mean,3,0.0173914
4,mean,3,0.0174638
0,mean,3,0.0173419
21,highlight,3,0.0173396
8,mean,3,0.0265576
4,highlight,3,0.0177067
0,highlight,3,0.0173592
8,highlight,3,0.0276314
13,median,3,0.330407
13,mean,3,0.0694733
13,highlight,3,0.0710393
23,median,5,0.276376
9,median,5,0.289084
23,mean,5,0.0527292
saltpepper1,median,5,0.291021
22,median,5,0.290687
9,mean,5,0.0438897
23,highlight,5,0.0417833
saltpepper1,mean,5,0.0453456
22,mean,5,0.0555723
9,highlight,5,0.0408197
saltpepper1,highlight,5,0.0416765
22,highlight,5,0.0407568
2,median,5,0.375511
2,mean,5,0.0632341
15,median,3,0.334261
2,highlight,5,0.0628463
15,mean,3,0.0831945
17,median,5,0.286742
18,median,5,0.265104
6,median,5,0.290323
17,mean,5,0.0485329
18,mean,5,0.0417392
1,median,5,0.299005
6,mean,5,0.0421176
15,highlight,3,0.0974304
17,highlight,5,0.0436814
18,highlight,5,0.0422246
1,mean,5,0.0409449
6,highlight,5,0.0407378
1,highlight,5,0.04044
image,median,5,0.291521
image,mean,5,0.0407445
image,highlight,5,0.0408317
16,median,5,0.226172
3,median,5,0.066244
3,mean,5,0.0102249
3,highlight,5,0.0103946
20,median,5,0.286957
16,mean,5,0.04086
24,median,5,0.26908
7,median,3,0.31222
20,mean,5,0.0408003
16,highlight,5,0.0417307
24,mean,5,0.0408625
12,median,5,0.278749
20,highlight,5,0.0520649
24,highlight,5,0.0446497
12,mean,5,0.061375
7,mean,3,0.103197
14,median,5,0.0474329
14,mean,5,0.0102605
12,highlight,5,0.0418412
14,highlight,5,0.0103677
7,highlight,3,0.0762017
8,median,5,0.290336
8,mean,5,0.0407317
4,median,5,0.288433
8,highlight,5,0.0412421
4,mean,5,0.0411387
21,median,5,0.281312
4,highlight,5,0.0412768
21,mean,5,0.0408713
0,median,5,0.26488
21,highlight,5,0.0406999
5,median,5,0.266435
0,mean,5,0.0409048
5,mean,5,0.0406168
0,highlight,5,0.0406362
5,highlight,5,0.0405627
23,median,7,0.599548
23,mean,7,0.0851017
23,highlight,7,0.079578
2,median,7,0.613864
saltpepper1,median,7,0.631887
2,mean,7,0.0854822
22,median,7,0.608304
saltpepper1,mean,7,0.0900008
9,median,7,0.682641
2,highlight,7,0.0969923
22,mean,7,0.07646
saltpepper1,highlight,7,0.079721
9,mean,7,0.0946031
22,highlight,7,0.0990696
9,highlight,7,0.099549
17,median,7,0.635232
17,mean,7,0.0777225
17,highlight,7,0.0931174
image,median,7,0.58584
18,median,7,0.570352
image,mean,7,0.0959581
18,mean,7,0.0845236
image,highlight,7,0.0804587
1,median,7,0.636284
18,highlight,7,0.0765455
6,median,7,0.624517
1,mean,7,0.0763126
6,mean,7,0.0758381
3,median,7,0.150012
1,highlight,7,0.0759327
3,mean,7,0.0192129
13,median,5,1.55697
3,highlight,7,0.0198581
6,highlight,7,0.0762323
20,median,7,0.622154
13,mean,5,0.254912
20,mean,7,0.076357
16,median,7,0.485925
20,highlight,7,0.0761825
16,mean,7,0.0917572
13,highlight,5,0.254944
14,median,7,0.112403
16,highlight,7,0.110749
14,mean,7,0.0196574
14,highlight,7,0.0212555
12,median,7,0.616142
24,median,7,0.630687
8,median,7,0.654793
12,mean,7,0.0976708
24,mean,7,0.0823361
8,mean,7,0.0765738
12,highlight,7,0.0757115
24,highlight,7,0.0757317
8,highlight,7,0.0772212
4,median,7,0.616522
4,mean,7,0.0759745
4,highlight,7,0.077006
0,median,7,0.600585
21,median,7,0.578561
0,mean,7,0.082697
21,mean,7,0.0817937
0,highlight,7,0.101622
21,highlight,7,0.100595
15,median,5,1.13409
23,median,9,1.11555
15,mean,5,0.184606
23,mean,9,0.161814
2,median,9,1.10145
23,highlight,9,0.121411
15,highlight,5,0.165633
2,mean,9,0.124117
2,highlight,9,0.121481
saltpepper1,median,9,1.15217
22,median,9,1.0622
saltpepper1,mean,9,0.162521
9,median,9,1.11596
22,mean,9,0.126465
9,mean,9,0.130666
saltpepper1,highlight,9,0.199572
22,highlight,9,0.174885
9,highlight,9,0.143762
17,median,9,1.08593
7,median,5,1.1613
image,median,9,1.03607
17,mean,9,0.163306
image,mean,9,0.123332
17,highlight,9,0.123796
7,mean,5,0.184991
image,highlight,9,0.157822
7,highlight,5,0.18925
3,median,9,0.282885
3,mean,9,0.0304908
3,highlight,9,0.0304535
18,median,9,1.15537
1,median,9,1.14332
6,median,9,1.1358
18,mean,9,0.122912
5,median,7,0.595086
1,mean,9,0.156819
5,mean,7,0.0946176
6,mean,9,0.144819
18,highlight,9,0.139833
5,highlight,7,0.0766555
1,highlight,9,0.137158
6,highlight,9,0.128342
20,median,9,1.10367
20,mean,9,0.148815
20,highlight,9,0.122143
14,median,9,0.18396
14,mean,9,0.0304464
14,highlight,9,0.0305458
8,median,9,1.14926
8,mean,9,0.12276
16,median,9,0.888868
8,highlight,9,0.139047
16,mean,9,0.124214
16,highlight,9,0.145971
12,median,9,1.07564
24,median,9,1.1192
12,mean,9,0.121961
24,mean,9,0.121756
12,highlight,9,0.128693
24,highlight,9,0.128604
4,median,9,1.11257
4,mean,9,0.154441
21,median,9,1.01798
0,median,9,1.06841
4,highlight,9,0.155179
13,median,7,2.55461
23,median,11,1.93881
21,mean,9,0.144437
0,mean,9,0.145332
2,median,11,1.74567
21,highlight,9,0.135862
0,highlight,9,0.142671
23,mean,11,0.205361
2,mean,11,0.213312
13,mean,7,0.359804
23,highlight,11,0.188257
2,highlight,11,0.183966
13,highlight,7,0.329765
22,median,11,1.60383
9,median,11,1.79632
22,mean,11,0.187934
saltpepper1,median,11,2.09672
17,median,11,1.66701
image,median,11,1.61005
9,mean,11,0.21003
22,highlight,11,0.223725
17,mean,11,0.2096
saltpepper1,mean,11,0.289506
9,highlight,11,0.195963
image,mean,11,0.308298
17,highlight,11,0.185819
saltpepper1,highlight,11,0.272297
image,highlight,11,0.219104
3,median,11,0.451024
3,mean,11,0.0450188
3,highlight,11,0.0448755
15,median,7,2.52835
15,mean,7,0.304099
15,highlight,7,0.340135
1,median,11,1.85135
6,median,11,1.7651
20,median,11,1.67662
18,median,11,1.62622
1,mean,11,0.214048
6,mean,11,0.224072
20,mean,11,0.234638
1,highlight,11,0.202713
18,mean,11,0.293838
6,highlight,11,0.230129
20,highlight,11,0.217843
18,highlight,11,0.249076
14,median,11,0.26986
14,mean,11,0.0454294
8,median,11,1.77134
14,highlight,11,0.0482145
23,rotate,0,0.123154
8,mean,11,0.204923
23,schear,0,0.144442
8,highlight,11,0.193415
17,rotate,0,0.123677
2,rotate,0,0.150021
17,schear,0,0.144783
2,schear,0,0.12256
20,rotate,0,0.123265
image,rotate,0,0.124155
20,schear,0,0.141451
14,rotate,0,0.0577711
14,schear,0,0.0448516
image,schear,0,0.161645
3,rotate,0,0.0347929
3,schear,0,0.0305915
8,rotate,0,0.123374
12,median,11,1.69398
16,median,11,1.39209
8,schear,0,0.155376
12,mean,11,0.207367
16,mean,11,0.196123
7,median,7,2.64003
12,highlight,11,0.208065
16,highlight,11,0.206842
24,median,11,2.0126
24,mean,11,0.195583
7,mean,7,0.30665
24,highlight,11,0.179367
7,highlight,7,0.329866
5,median,9,1.03948
0,median,11,1.70775
4,median,11,1.71462
5,mean,9,0.124017
5,highlight,9,0.122949
0,mean,11,0.183422
4,mean,11,0.18513
0,highlight,11,0.222038
4,highlight,11,0.206309
22,rotate,0,0.121135
21,median,11,1.86908
saltpepper1,rotate,0,0.167862
22,schear,0,0.160613
saltpepper1,schear,0,0.152749
21,mean,11,0.211783
1,rotate,0,0.120975
18,rotate,0,0.124881
1,schear,0,0.120511
21,highlight,11,0.180223
18,schear,0,0.120922
12,rotate,0,0.140363
9,rotate,0,0.141335
16,rotate,0,0.167322
12,schear,0,0.132973
9,schear,0,0.121471
16,schear,0,0.12104
0,rotate,0,0.134983
6,rotate,0,0.140022
4,rotate,0,0.161351
0,schear,0,0.128601
6,schear,0,0.132819
4,schear,0,0.168216
24,rotate,0,0.146673
24,schear,0,0.120031
21,rotate,0,0.151756
21,schear,0,0.120555
13,median,9,4.75394
13,mean,9,0.550242
13,highlight,9,0.807077
15,median,9,4.93089
15,mean,9,0.555753
15,highlight,9,0.48444
7,median,9,4.29076
7,mean,9,0.488109
7,highlight,9,0.508293
5,median,11,1.87704
5,mean,11,0.202993
5,highlight,11,0.182656
13,median,11,7.25688
13,mean,11,0.757902
13,highlight,11,0.776707
15,median,11,6.86286
15,mean,11,0.74037
15,highlight,11,0.718389
7,median,11,6.70897
7,mean,11,0.747711
7,highlight,11,1.08398
5,rotate,0,0.168049
5,schear,0,0.206702
13,rotate,0,0.524119
13,schear,0,0.522048
15,rotate,0,0.48338
15,schear,0,0.520414
7,rotate,0,0.486856
7,schear,0,0.523744
9,median,3,0.0938628
5,median,3,0.0924113
23,median,3,0.0960335
2,median,3,0.0945132
9,mean,3,0.0181511
5,mean,3,0.0177498
23,mean,3,0.0175654
2,mean,3,0.0172878
22,median,3,0.117154
saltpepper1,median,3,0.119056
5,highlight,3,0.0173907
23,highlight,3,0.0173392
9,highlight,3,0.0185708
2,highlight,3,0.0172998
22,mean,3,0.0302817
saltpepper1,mean,3,0.0306172
22,highlight,3,0.0304189
saltpepper1,highlight,3,0.0309565
17,median,3,0.0782045
image,median,3,0.0757419
17,mean,3,0.0178964
6,median,3,0.0977206
image,mean,3,0.0254276
17,highlight,3,0.0179469
6,mean,3,0.026872
image,highlight,3,0.027232
6,highlight,3,0.0221578
3,median,3,0.0210506
3,mean,3,0.00438595
3,highlight,3,0.00438101
18,median,3,0.1114
1,median,3,0.121043
18,mean,3,0.0304916
1,mean,3,0.0307932
20,median,3,0.0923754
20,mean,3,0.0175618
18,highlight,3,0.031064
1,highlight,3,0.030603
24,median,3,0.0846318
8,median,3,0.075915
20,highlight,3,0.0182764
24,mean,3,0.0175537
8,mean,3,0.0174753
14,median,3,0.0122853
14,mean,3,0.00442185
14,highlight,3,0.00441801
24,highlight,3,0.0173834
8,highlight,3,0.0180711
16,median,3,0.107521
13,median,3,0.338324
21,median,3,0.074648
12,median,3,0.119462
21,mean,3,0.0175716
16,mean,3,0.029776
21,highlight,3,0.0175563
12,mean,3,0.0307584
16,highlight,3,0.0310846
13,mean,3,0.0728159
12,highlight,3,0.0298381
13,highlight,3,0.0726139
4,median,3,0.119138
0,median,3,0.118823
23,median,5,0.269004
2,median,5,0.269546
4,mean,3,0.0297762
0,mean,3,0.0307466
4,highlight,3,0.0311475
23,mean,5,0.0433867
2,mean,5,0.0465561
0,highlight,3,0.0300073
23,highlight,5,0.0603405
2,highlight,5,0.0566112
9,median,5,0.297888
9,mean,5,0.0410443
9,highlight,5,0.0408429
15,median,3,0.33019
15,mean,3,0.0714195
image,median,5,0.261528
17,median,5,0.2734
17,mean,5,0.0437188
image,mean,5,0.0484587
15,highlight,3,0.0702203
saltpepper1,median,5,0.400015
22,median,5,0.386687
17,highlight,5,0.0419539
image,highlight,5,0.0411041
saltpepper1,mean,5,0.0416995
22,mean,5,0.0411592
6,median,5,0.270081
saltpepper1,highlight,5,0.0410623
22,highlight,5,0.0405602
3,median,5,0.0661109
6,mean,5,0.0407339
3,mean,5,0.0103325
3,highlight,5,0.0102004
6,highlight,5,0.0408434
20,median,5,0.265359
7,median,3,0.316707
18,median,5,0.256264
20,mean,5,0.0534041
1,median,5,0.287671
18,mean,5,0.0443461
20,highlight,5,0.0488705
7,mean,3,0.0887288
8,median,5,0.288755
1,mean,5,0.0419033
24,median,5,0.290328
18,highlight,5,0.0409729
14,median,5,0.038841
8,mean,5,0.0412346
14,mean,5,0.0102213
14,highlight,5,0.0102924
1,highlight,5,0.0413502
7,highlight,3,0.0693519
24,mean,5,0.0409005
8,highlight,5,0.0414237
24,highlight,5,0.0408118
16,median,5,0.225696
16,mean,5,0.041125
12,median,5,0.276312
5,median,5,0.266993
16,highlight,5,0.0410489
21,median,5,0.260503
12,mean,5,0.0408132
5,mean,5,0.0405933
21,mean,5,0.041028
12,highlight,5,0.0407513
5,highlight,5,0.040471
21,highlight,5,0.041031
4,median,5,0.26634
4,mean,5,0.0545776
2,median,7,0.59546
23,median,7,0.638263
0,median,5,0.29391
4,highlight,5,0.055669
0,mean,5,0.0533585
2,mean,7,0.0852223
23,mean,7,0.0818255
0,highlight,5,0.0426601
2,highlight,7,0.0769169
23,highlight,7,0.0777486
9,median,7,0.64815
9,mean,7,0.0758462
9,highlight,7,0.0762764
saltpepper1,median,7,0.618985
22,median,7,0.606457
saltpepper1,mean,7,0.0983515
image,median,7,0.597852
17,median,7,0.618641
22,mean,7,0.0796192
saltpepper1,highlight,7,0.0848859
image,mean,7,0.107509
17,mean,7,0.0995277
22,highlight,7,0.099727
13,median,5,1.1935
image,highlight,7,0.0782912
17,highlight,7,0.0759863
13,mean,5,0.162999
3,median,7,0.148262
3,mean,7,0.0190433
3,highlight,7,0.0189385
6,median,7,0.633585
13,highlight,5,0.164069
6,mean,7,0.0767881
6,highlight,7,0.0948843
18,median,7,0.561025
18,mean,7,0.0942593
1,median,7,0.632493
18,highlight,7,0.078688
1,mean,7,0.0764594
20,median,7,0.660054
1,highlight,7,0.0956559
20,mean,7,0.107106
8,median,7,0.651285
20,highlight,7,0.0760484
8,mean,7,0.0794427
14,median,7,0.106406
14,mean,7,0.0289333
8,highlight,7,0.0947081
14,highlight,7,0.0253235
24,median,7,0.649573
16,median,7,0.518634
24,mean,7,0.0784492
16,mean,7,0.0993686
24,highlight,7,0.101638
16,highlight,7,0.0814503
12,median,7,0.620799
12,mean,7,0.0948098
15,median,5,1.2143
12,highlight,7,0.0772506
15,mean,5,0.16373
21,median,7,0.597473
15,highlight,5,0.180425
21,mean,7,0.0761873
4,median,7,0.633107
21,highlight,7,0.0763171
4,mean,7,0.0765646
4,highlight,7,0.0803585
2,median,9,1.11564
23,median,9,1.16231
0,median,7,0.641781
2,mean,9,0.147709
0,mean,7,0.0767493
23,mean,9,0.128911
0,highlight,7,0.0765342
2,highlight,9,0.142491
23,highlight,9,0.147348
7,median,5,1.13698
9,median,9,1.17438
7,mean,5,0.1869
saltpepper1,median,9,1.12728
9,mean,9,0.124904
7,highlight,5,0.162043
22,median,9,1.01312
saltpepper1,mean,9,0.154727
image,median,9,1.00002
9,highlight,9,0.137788
22,mean,9,0.12597
17,median,9,1.04644
saltpepper1,highlight,9,0.126819
image,mean,9,0.150417
22,highlight,9,0.127004
17,mean,9,0.122764
image,highlight,9,0.122666
17,highlight,9,0.132437
3,median,9,0.287021
5,median,7,0.616885
3,mean,9,0.0308934
3,highlight,9,0.0308883
5,mean,7,0.0786027
5,highlight,7,0.0764278
18,median,9,0.988004
6,median,9,1.1285
18,mean,9,0.133554
6,mean,9,0.125733
18,highlight,9,0.15516
20,median,9,1.07281
6,highlight,9,0.134547
20,mean,9,0.144603
1,median,9,1.38384
20,highlight,9,0.122085
1,mean,9,0.123009
8,median,9,1.12479
1,highlight,9,0.148212
14,median,9,0.185608
8,mean,9,0.151193
14,mean,9,0.0317962
14,highlight,9,0.0318891
8,highlight,9,0.125686
16,median,9,1.06865
16,mean,9,0.121741
24,median,9,1.21975
16,highlight,9,0.124845
24,mean,9,0.152616
24,highlight,9,0.125055
12,median,9,1.073
12,mean,9,0.146441
12,highlight,9,0.121623
13,median,7,2.61665
13,mean,7,0.306982
23,median,11,1.73314
2,median,11,1.71634
4,median,9,1.12392
23,mean,11,0.191616
2,mean,11,0.215714
13,highlight,7,0.327267
4,mean,9,0.144201
21,median,9,1.0551
23,highlight,11,0.192329
4,highlight,9,0.126171
21,mean,9,0.126136
2,highlight,11,0.182129
21,highlight,9,0.145075
0,median,9,1.10969
0,mean,9,0.140075
0,highlight,9,0.133815
image,median,11,1.6054
17,median,11,1.69221
